date,wilaya_code,Hypertension,Diabète_type_2,Obésité,Asthme,Cancer_du_poumon,Cancer_du_sein,Cancer_de_la_prostate,Maladie_cardiovasculaire
2020-04-01,35,44375,39669,29548,29002,25754,22923,22712,27672
2020-04-01,36,44813,42557,31603,29532,26712,22507,21328,28158
2020-04-01,37,46128,40742,32489,27133,25153,22267,21519,28076
2020-04-01,38,46454,41794,33721,29139,24368,22906,21876,29418
2020-04-01,39,79534,72499,59071,51946,40232,34856,32499,49555
2020-04-01,40,83755,71949,54223,50194,41060,33058,31695,51681
2020-04-01,41,84133,74966,57815,50154,43463,32814,30639,55833
2020-04-01,42,45014,39066,31258,27395,24805,21827,22344,27718
2020-04-01,43,43025,40929,30665,26796,24360,22355,22741,28123
2020-04-01,44,45680,38956,31661,26838,25499,21845,21754,28255
2020-04-01,45,44785,42034,32665,29070,26536,23573,21763,29978
2020-04-01,46,43883,39992,32631,27858,26214,22988,22044,28505
2020-04-01,47,76433,76818,53379,48203,36960,32965,34167,50686
2020-04-01,48,86586,76123,58664,53541,43254,30164,31911,52385
2020-04-01,49,45272,42352,31205,29474,25250,22140,22183,30232
2020-04-01,50,44833,40074,30518,29573,24979,23525,21297,29396
2020-04-01,51,45116,40122,30559,29961,25468,22833,22271,27228
2020-04-01,52,44100,40813,31024,27958,25286,22598,21882,26685
2020-04-01,53,47768,40032,30858,30387,25146,23233,22581,27210
2020-04-01,54,42866,41384,33083,28855,25234,21980,22317,27928
2020-04-01,55,46798,37298,30256,28882,25094,22824,22304,28807
2020-04-01,56,47362,39734,32690,27886,24994,22939,22363,28304
2020-04-01,57,43820,42675,30982,27533,27068,22341,21712,28130
2020-04-01,58,45572,42038,30716,27687,25023,21918,22031,28733
2020-05-01,1,46183,39609,27828,22858,26169,22631,22288,25953
2020-05-01,2,76079,74108,49582,41746,36793,34760,31689,47518
2020-05-01,3,78636,70405,46793,43686,38807,32969,32121,46057
2020-05-01,4,110156,101858,66903,55485,54774,42861,41680,60873
2020-05-01,5,111577,106235,71105,58059,58746,39877,40729,62643
2020-05-01,6,79756,72463,53875,41868,40633,32935,30219,45367
2020-05-01,7,112173,103130,68268,55240,52969,44836,39218,65718
2020-05-01,8,45698,43531,27683,24426,25742,23745,21394,25691
2020-05-01,9,122057,100176,65108,57541,54812,41556,37781,63357
2020-05-01,10,83558,75067,49971,41210,40783,33020,31962,43934
2020-05-01,11,46650,42030,27021,24231,26567,22096,21756,24940
2020-05-01,12,117955,101444,70476,56193,53384,39342,40362,61694
2020-05-01,13,83280,75085,46431,41299,40283,32359,32081,45744
2020-05-01,14,82628,69124,47711,43379,41047,33773,32195,44092
2020-05-01,15,82235,81478,50801,40841,41541,31734,31616,45285
2020-05-01,16,112358,99778,71251,57569,56073,43494,39139,58629
2020-05-01,17,110139,97243,73741,61051,55250,40138,41780,61932
2020-05-01,18,81128,72504,50661,43070,38235,31540,31576,45978
2020-05-01,19,109010,108500,69536,56708,57284,38645,39749,61681
2020-05-01,20,80209,75411,49469,40697,42593,33779,32781,47239
2020-05-01,21,86469,73436,50207,40811,41601,32000,31665,44514
2020-05-01,22,105771,103646,66700,59902,57951,44050,39740,65174
2020-05-01,23,120860,102909,68012,58610,55893,41516,38166,54403
2020-05-01,24,78160,70605,49321,38512,37757,32671,31938,48164
2020-05-01,25,116615,105528,69510,55853,57536,41321,41936,65012
2020-05-01,26,83057,73919,48310,40450,38258,32081,34071,46061
2020-05-01,27,84377,75622,49179,40678,39437,32866,32837,46726
2020-05-01,28,82817,71327,52659,44615,41277,33563,34839,44354
2020-05-01,29,83390,76556,50756,41163,41336,33462,31054,44792
2020-05-01,30,84396,72332,52144,41775,40369,34366,31470,44848
2020-05-01,31,112079,106535,65154,57749,56151,43177,39396,69821
2020-05-01,32,47294,42501,28877,24674,25166,22046,22316,24567
2020-05-01,33,45610,38943,28068,23790,25365,22507,22245,25186
2020-05-01,34,82903,70931,50957,42718,39300,34890,31815,43626
2020-05-01,35,44184,41708,29317,25422,25994,23320,23197,26787
2020-05-01,36,46769,42098,28304,23667,25647,22460,22648,25196
2020-05-01,37,43635,43416,29825,24053,25238,21605,23611,26314
2020-05-01,38,47185,40290,27840,23593,24928,22977,22092,25163
2020-05-01,39,83121,72211,50322,40826,41339,31641,31955,44416
2020-05-01,40,84155,70411,53466,42195,39348,32116,31921,48633
2020-05-01,41,83698,75034,47983,41054,42185,32861,32231,44741
2020-05-01,42,45826,41107,29487,24078,24964,22238,22502,25760
2020-05-01,43,44694,40226,28516,23079,24941,22104,22258,24625
2020-05-01,44,43665,40303,30088,23629,24555,23476,22290,25718
2020-05-01,45,48190,41291,28158,23853,23976,22516,21593,24855
2020-05-01,46,45116,39135,28806,23695,26014,22562,21803,25033
2020-05-01,47,78467,77656,49090,39374,39527,33292,31190,49051
2020-05-01,48,77907,72448,51698,36848,40471,32853,33093,46218
2020-05-01,49,44049,40464,28655,24033,25155,22278,23428,25069
2020-05-01,50,46001,41769,28769,23195,24631,23060,21751,26508
2020-05-01,51,45445,40775,26683,24444,25245,24056,21681,24621
2020-05-01,52,44996,40710,26682,24499,25719,22520,23573,26672
2020-05-01,53,45257,41141,28684,25435,25420,21914,22275,25023
2020-05-01,54,45743,38475,28634,23219,26256,21850,21775,25210
2020-05-01,55,45697,42689,28624,22456,25737,22302,22410,25318
2020-05-01,56,45193,41201,26511,22823,26097,22416,22648,25170
2020-05-01,57,45496,41516,30344,24140,25864,22919,22264,25830
2020-05-01,58,47452,40752,28223,23198,25279,22920,22734,25257
2020-06-01,1,41329,42908,27708,22604,25516,22910,21530,23820
2020-06-01,2,70007,79670,50338,35568,41138,33518,30525,48991
2020-06-01,3,72792,77156,50270,36955,37925,32090,32047,44896
2020-06-01,4,99886,105410,72657,52360,56404,43034,40565,67582
2020-06-01,5,108268,109102,72708,51368,54620,39732,41094,64099
2020-06-01,6,77468,74387,48086,34228,38458,34427,30084,43603
2020-06-01,7,99157,94068,71041,47029,55827,41466,38875,61017
2020-06-01,8,38054,43039,27803,22780,26942,22204,21452,24901
2020-06-01,9,102297,99918,63947,50044,55813,40938,40232,62625
2020-06-01,10,78086,73492,49197,34902,39515,32760,32069,46766
2020-06-01,11,43257,41067,27947,21959,25055,22976,22247,24813
2020-06-01,12,99405,94571,65708,49320,58536,42660,40627,61463
2020-06-01,13,70015,75099,51570,34893,38491,33396,30343,44202
2020-06-01,14,77886,74936,48522,35576,39542,33913,32365,47274
2020-06-01,15,77336,78924,54144,34232,41433,32961,33060,44561
2020-06-01,16,97638,108950,70347,51219,58965,41849,39863,63793
2020-06-01,17,102418,102786,76111,50134,56821,39118,41730,63781
2020-06-01,18,74238,74657,46378,35765,40705,34353,32739,46285
2020-06-01,19,99583,98205,67874,48885,52488,40872,38770,63909
2020-06-01,20,72863,67899,50047,34239,38982,33314,34571,45772
2020-06-01,21,68449,71354,48756,36103,40648,32509,31875,45530
2020-06-01,22,100013,101196,68432,52450,58147,41052,39678,62393
2020-06-01,23,105474,96391,71756,48930,53272,39713,42213,61433
2020-06-01,24,70697,75347,51818,34287,41622,33789,31484,45497
2020-06-01,25,98618,93520,66920,48741,53617,42712,38423,59422
2020-06-01,26,76114,70361,48453,33955,39373,31617,31331,44818
2020-06-01,27,69546,73283,50610,34690,41556,32908,30674,46894
2020-06-01,28,72019,74245,49033,36146,41665,33125,31098,46358
2020-06-01,29,71648,79144,46414,34276,39255,34915,32041,42942
2020-06-01,30,77540,77146,52233,36697,41403,34890,31474,45486
2020-06-01,31,97407,98405,67324,52353,52133,42161,40563,61051
2020-06-01,32,39922,42295,29463,22032,24847,22995,21239,25569
2020-06-01,33,40081,42971,27508,22136,25686,22731,22695,25935
2020-06-01,34,71950,77173,50630,36663,38324,33416,31923,48185
2020-06-01,35,44109,41973,29103,22662,25170,24110,21526,25225
2020-06-01,36,41498,41099,29143,22473,26037,22794,21949,26437
2020-06-01,37,41400,41521,28561,20939,26751,22837,21659,24223
2020-06-01,38,41567,43195,28309,23094,25671,22137,21664,25731
2020-06-01,39,74593,74864,51633,36274,38074,33257,30178,47293
2020-06-01,40,73845,69203,46709,36908,41558,31609,31904,44955
2020-06-01,41,74892,70940,50919,34817,41954,33855,30100,45362
2020-06-01,42,40634,40191,28316,21895,25522,24476,21826,26326
2020-06-01,43,40766,41092,29358,21390,25220,22789,22008,26493
2020-06-01,44,39122,41985,27444,22608,25519,22932,21436,25719
2020-06-01,45,42837,40552,29260,22693,26123,22271,22568,25600
2020-06-01,46,41304,39337,27739,20753,25029,22464,23086,24835
2020-06-01,47,73304,75938,48555,33833,41793,32807,32693,44333
2020-06-01,48,70064,73078,51208,35718,39507,33058,33220,47906
2020-06-01,49,41762,41447,28194,21800,25677,22978,21571,26582
2020-06-01,50,42039,41870,27664,21571,23289,22533,21873,25630
2020-06-01,51,37916,38948,27641,22065,25467,22014,21936,25265
2020-06-01,52,42896,42581,29157,21436,26865,22971,22394,26314
2020-06-01,53,40746,45485,27813,21757,26435,23287,21755,25554
2020-06-01,54,41442,42947,29561,22295,24205,22995,21497,25681
2020-06-01,55,41681,40924,28537,22047,25158,22885,22476,27085
2020-06-01,56,42729,43269,27964,21814,25558,23239,23061,26757
2020-06-01,57,42576,42189,28025,21799,25073,22308,21628,24953
2020-06-01,58,41411,39175,29704,21490,25300,23081,23099,25355
2020-07-01,1,40601,38852,26219,21696,26043,23311,22749,26796
2020-07-01,2,72260,72699,52675,34354,38866,32666,31119,44059
2020-07-01,3,72686,67449,50764,35701,40746,33924,32374,48366
2020-07-01,4,98983,107290,67655,49279,55462,38917,38685,62528
2020-07-01,5,104210,100832,66159,51043,55475,41228,39110,67215
2020-07-01,6,77269,71797,45055,36035,40722,31965,30453,44448
2020-07-01,7,96920,104809,70311,50330,53176,40634,40027,61568
2020-07-01,8,40064,41050,28391,21920,26338,22254,21395,25441
2020-07-01,9,98990,105652,67848,50567,56041,43796,40837,61444
2020-07-01,10,76491,76409,50366,36587,37471,32243,32648,44633
2020-07-01,11,40128,40358,27662,20688,25168,21961,21520,25995
2020-07-01,12,103820,109038,66574,48431,53217,43112,38561,62291
2020-07-01,13,73537,76456,51765,37253,40356,32809,30476,42605
2020-07-01,14,72433,70127,50279,35868,39873,30782,32526,45015
2020-07-01,15,69109,75500,50729,32917,40230,32458,30612,48233
2020-07-01,16,100525,96938,69726,48815,55156,40926,36748,66165
2020-07-01,17,100796,97812,68022,49219,53065,40190,41308,61179
2020-07-01,18,71916,73949,51204,35743,39888,32881,32270,46576
2020-07-01,19,103217,107381,74051,50540,53816,42269,39486,62629
2020-07-01,20,69481,78275,50702,33263,38841,34622,30409,47474
2020-07-01,21,74278,78037,50176,36992,41697,34043,32546,48415
2020-07-01,22,94691,108614,69217,49675,55271,42758,36879,66232
2020-07-01,23,100057,98456,70878,48549,56159,42201,38682,63361
2020-07-01,24,70986,72981,49017,34241,41187,32531,31845,42933
2020-07-01,25,101801,97366,70410,47319,53852,41332,41605,60264
2020-07-01,26,69527,71143,49934,35144,41333,34079,30565,47308
2020-07-01,27,74317,77328,51037,36759,40046,33438,32317,47589
2020-07-01,28,72040,74866,49466,37282,40443,32233,31746,42680
2020-07-01,29,69013,72259,50632,35923,41437,33441,32239,43577
2020-07-01,30,80435,74143,50382,35880,41326,35147,32867,46860
2020-07-01,31,97880,105539,69082,49591,55184,43494,39946,65728
2020-07-01,32,41229,42390,28073,21401,24827,22508,21767,26244
2020-07-01,33,39507,40777,27763,20897,24883,22676,21996,25923
2020-07-01,34,74259,73125,48496,35904,42860,31934,30142,47269
2020-07-01,35,39156,40854,28747,21941,24854,22764,21660,24778
2020-07-01,36,40669,43757,26688,20993,25686,23431,22202,25914
2020-07-01,37,41665,41403,27464,22177,25233,22610,22231,23251
2020-07-01,38,38843,41621,28785,21429,27618,21806,22361,26221
2020-07-01,39,66309,72462,49574,35374,39952,33808,31701,46256
2020-07-01,40,71315,76279,51392,35459,40564,31097,31265,47020
2020-07-01,41,72127,74898,48041,36349,38918,35060,33051,44407
2020-07-01,42,41979,39812,26997,22591,26546,22368,21540,24624
2020-07-01,43,42229,41480,26852,23022,25168,24816,22985,25741
2020-07-01,44,42307,42306,31219,22341,23838,22568,22134,26563
2020-07-01,45,39207,39327,29853,21471,25458,22913,21656,26357
2020-07-01,46,39687,39493,28494,21414,26912,22328,22072,25332
2020-07-01,47,76676,73824,44538,36879,39501,31162,31364,44980
2020-07-01,48,79305,71135,50430,36952,39401,33360,32892,44484
2020-07-01,49,40939,39694,29355,21036,25750,21440,21436,24583
2020-07-01,50,39888,39754,28408,21700,24601,20966,21359,27369
2020-07-01,51,42136,39098,27270,22501,25642,23127,22676,24382
2020-07-01,52,41020,42723,27775,22033,26733,22682,22076,25665
2020-07-01,53,42433,42111,27609,21752,26453,23059,22497,24832
2020-07-01,54,42668,38427,29350,21524,25423,23027,22271,23520
2020-07-01,55,38582,40118,28506,22003,26270,22686,22824,25566
2020-07-01,56,41347,38311,28498,21802,26651,22829,22248,25367
2020-07-01,57,39387,42347,25724,21012,25623,22777,22410,24937
2020-07-01,58,39849,40847,28969,22761,26371,22731,21072,25509
2020-08-01,1,41199,40891,28009,22208,23604,22382,20940,30426
2020-08-01,2,74899,74562,47359,37572,38105,32223,33082,50378
2020-08-01,3,72026,73965,47265,35117,41923,32442,31203,52200
2020-08-01,4,97764,101875,75264,49387,54036,42768,41743,72933
2020-08-01,5,99593,102369,67909,51880,57026,43666,40328,72507
2020-08-01,6,73240,74713,52002,36009,40908,34920,30983,51262
2020-08-01,7,97952,103850,71012,52496,54118,40099,39644,75489
2020-08-01,8,38640,42429,28508,21059,25879,22065,22664,27944
2020-08-01,9,100588,110418,67719,49003,55828,43404,41325,74044
2020-08-01,10,77963,78603,52162,36767,40155,33531,32217,50205
2020-08-01,11,40772,39800,28676,21515,25861,22582,21841,29504
2020-08-01,12,108071,104772,68326,51975,51379,41460,39334,71817
2020-08-01,13,75938,72991,51809,36445,40034,31662,30406,51284
2020-08-01,14,72536,74787,48279,38540,40781,33860,30675,50934
2020-08-01,15,73037,74114,47817,34898,41623,34413,29796,47380
2020-08-01,16,95486,103206,71910,51305,59581,38894,42503,69472
2020-08-01,17,105117,99196,75045,53095,54656,39993,37515,73836
2020-08-01,18,70009,74928,47831,35043,42490,32864,32928,50911
2020-08-01,19,103111,101914,67905,48328,52760,41032,39910,73028
2020-08-01,20,73944,69574,47585,37176,40599,31856,30664,52904
2020-08-01,21,73548,74244,50273,36152,38029,34135,30067,52263
2020-08-01,22,105947,109260,69795,53060,56869,44074,38872,73985
2020-08-01,23,104806,96987,72649,50999,52087,42943,39363,73479
2020-08-01,24,68339,76689,50164,36037,38244,30261,30807,51656
2020-08-01,25,108761,104313,70456,49054,57028,39779,41486,72028
2020-08-01,26,75175,74198,50469,35199,42882,32287,31575,49678
2020-08-01,27,74194,73873,50891,33752,40413,32152,31769,47088
2020-08-01,28,67128,71729,50164,36593,40231,31601,32895,54576
2020-08-01,29,75448,75213,56300,33729,43044,32125,32628,53090
2020-08-01,30,72944,70590,50240,35820,38295,32773,30592,49560
2020-08-01,31,106192,103849,66633,49953,53693,42569,40675,72275
2020-08-01,32,42228,40221,28476,21956,25766,23628,21792,30401
2020-08-01,33,39229,43214,27998,22877,25715,23574,22185,28174
2020-08-01,34,71760,73310,49507,34679,38799,32338,32489,49996
2020-08-01,35,37945,40102,29629,21103,26499,21475,21091,28265
2020-08-01,36,41643,41629,28135,21661,23860,24151,21533,29468
2020-08-01,37,41512,41597,28457,21269,25291,22499,22432,28773
2020-08-01,38,41132,41930,28159,22129,25189,24481,22789,28919
2020-08-01,39,74870,74656,47621,37223,40071,35358,31799,54323
2020-08-01,40,69140,73203,50058,37137,38050,33320,28883,48900
2020-08-01,41,70364,72386,49615,35745,39398,32234,32589,49106
2020-08-01,42,39606,41506,27549,22358,26270,23246,21931,26711
2020-08-01,43,40461,40793,29902,21311,26044,23768,22060,30427
2020-08-01,44,40438,39526,29672,20686,25855,22665,22579,30362
2020-08-01,45,41855,42323,28499,22424,26425,22764,23130,26301
2020-08-01,46,41626,41640,27159,21779,26134,21212,21286,28869
2020-08-01,47,68819,76018,50738,36337,42149,31267,32836,48602
2020-08-01,48,74086,78333,50489,37100,40763,34488,31788,50680
2020-08-01,49,39581,41528,27608,21330,26525,22126,21561,26995
2020-08-01,50,38895,44785,27894,20860,26152,23894,21886,28986
2020-08-01,51,42217,41490,27117,23094,24637,23025,21785,27338
2020-08-01,52,38887,41284,29109,22401,26672,23285,21473,28750
2020-08-01,53,39970,43704,28674,22199,25413,22368,22523,28103
2020-08-01,54,43010,41338,26834,21777,25861,22431,21121,27437
2020-08-01,55,42355,37294,28151,22066,26082,23643,23568,27998
2020-08-01,56,40132,44161,26573,22719,26061,22730,21899,28104
2020-08-01,57,41337,39046,28638,21801,26546,21913,22044,28908
2020-08-01,58,41540,42986,28932,22894,25849,22260,21924,26056
2020-09-01,1,46397,43547,30669,28501,25884,22191,22467,31113
2020-09-01,2,80786,74405,60262,43247,39644,32665,32596,56739
2020-09-01,3,85253,73265,54192,44872,41878,32584,31762,62069
2020-09-01,4,120175,106455,80476,66906,55320,39887,40431,80725
2020-09-01,5,113388,104939,75599,69792,55660,41867,38699,78006
2020-09-01,6,86846,73339,54802,45828,38416,35392,30726,56561
2020-09-01,7,116112,103471,75462,61864,56519,43174,41003,74070
2020-09-01,8,46520,39336,33115,25770,26688,23032,21623,30670
2020-09-01,9,109095,97620,75242,62964,56441,43494,39561,79353
2020-09-01,10,80188,70524,57509,46146,38674,32098,32412,55695
2020-09-01,11,47563,39278,30870,27036,24703,23237,21809,31996
2020-09-01,12,116377,102924,77918,66373,54483,39984,40355,81993
2020-09-01,13,79683,69907,58598,48054,37779,32670,31875,58586
2020-09-01,14,82585,73955,56322,48108,39996,32131,31923,58278
2020-09-01,15,82339,69490,55889,45537,39752,32468,32295,61054
2020-09-01,16,111002,108281,73943,65010,54887,42258,40335,78412
2020-09-01,17,109889,104515,72389,64329,54648,42513,38640,76511
2020-09-01,18,82988,73590,54840,49470,41919,31732,32348,59642
2020-09-01,19,111006,100270,80812,65320,55582,41056,40405,79445
2020-09-01,20,87748,75110,55905,48476,38821,34176,29872,57740
2020-09-01,21,83771,73065,55743,46761,41643,33294,31059,59119
2020-09-01,22,109509,106325,83695,64003,56641,37778,41770,77257
2020-09-01,23,113024,103323,82610,62882,54466,41560,42619,74268
2020-09-01,24,83473,72712,54723,43369,39452,30754,29388,56873
2020-09-01,25,118770,99304,83016,64831,54363,43188,39705,71709
2020-09-01,26,85071,73663,61688,45574,38061,33438,30078,54980
2020-09-01,27,86125,73946,56063,46680,39085,35101,31356,59706
2020-09-01,28,87312,74685,52610,44632,38914,34623,31533,58411
2020-09-01,29,81431,75674,57251,47914,37686,33457,32216,54053
2020-09-01,30,81023,72184,59192,45352,37873,31971,30092,57789
2020-09-01,31,110943,98705,72792,65202,54775,42620,39457,77981
2020-09-01,32,44222,42672,31804,26258,23303,22743,21393,30248
2020-09-01,33,47187,39727,31460,25929,26540,22716,22535,31930
2020-09-01,34,79596,75065,58279,48219,41396,32440,31705,55148
2020-09-01,35,43443,41235,30559,26680,25813,23645,21971,30095
2020-09-01,36,45117,45572,31619,24997,24781,23032,22923,32163
2020-09-01,37,45580,38856,31262,25093,25843,22383,22579,31878
2020-09-01,38,43578,40859,29606,26352,23867,23422,22118,32046
2020-09-01,39,78493,74134,57450,42866,40500,32231,31858,59140
2020-09-01,40,83925,77859,59427,45377,38980,32169,29838,57592
2020-09-01,41,84617,74681,56065,46815,39845,33727,32757,58443
2020-09-01,42,46744,39195,31293,23869,25552,22844,21941,32568
2020-09-01,43,46483,42245,32207,24813,26889,23651,21729,34445
2020-09-01,44,44501,40185,31018,26446,24507,22901,22013,32368
2020-09-01,45,46155,41317,31883,25791,25564,23562,22642,33545
2020-09-01,46,46042,40065,30585,26008,26308,23237,22435,32746
2020-09-01,47,80843,71732,56813,45649,38149,33979,32704,56884
2020-09-01,48,80155,71523,56206,46368,41124,31393,32960,59069
2020-09-01,49,44641,41255,32643,24774,25110,23451,22423,31701
2020-09-01,50,46844,41114,32584,26056,25189,22074,22135,31248
2020-09-01,51,44103,41319,29631,25774,26896,22058,22214,30860
2020-09-01,52,43760,39253,32239,24580,26292,23260,23116,30694
2020-09-01,53,43791,41942,31428,24281,25358,22079,22133,32127
2020-09-01,54,45123,40775,32181,26966,25306,23344,22396,30329
2020-09-01,55,44168,39436,31707,26270,24914,23407,22274,32746
2020-09-01,56,43898,41466,30078,26934,25766,22416,21660,33018
2020-09-01,57,45203,41753,31660,26108,26614,23115,22468,33188
2020-09-01,58,47235,40502,29716,25190,25971,23174,21339,29044
2020-10-01,1,50876,39128,35149,31455,26629,22743,22923,35569
2020-10-01,2,88479,72226,64747,57563,40856,33684,31770,59437
2020-10-01,3,96021,74477,62921,53189,42690,30089,31994,62334
2020-10-01,4,119672,103291,88308,74588,56838,41046,40355,83640
2020-10-01,5,130606,98481,93782,75476,49977,41108,40662,88596
2020-10-01,6,96446,74674,63074,56815,38438,32865,31408,65920
2020-10-01,7,131651,104594,86728,77312,52354,42000,40622,90545
2020-10-01,8,49669,41878,34137,29707,25291,23955,22687,35881
2020-10-01,9,121176,99193,84883,79032,52167,41834,40713,88988
2020-10-01,10,94427,77571,60410,54809,38789,32880,32437,61958
2020-10-01,11,50889,40599,34535,35176,24553,21661,23169,35292
2020-10-01,12,132584,106382,86877,78405,56260,39132,40433,90725
2020-10-01,13,97545,70956,62192,59585,41051,34073,31465,63491
2020-10-01,14,89557,73757,59223,56425,40509,33239,32028,65600
2020-10-01,15,86887,78198,64393,58293,41220,33143,32739,60509
2020-10-01,16,122233,103654,88743,81021,55798,40463,41957,87557
2020-10-01,17,127935,106609,91328,78615,54642,44554,40843,89512
2020-10-01,18,86621,71318,65506,53165,40323,33818,31795,62491
2020-10-01,19,121764,101094,96411,79661,57162,44202,41394,84332
2020-10-01,20,90003,78931,64413,58733,39066,33769,31888,61460
2020-10-01,21,92623,78725,63655,56847,39797,32379,32399,64784
2020-10-01,22,118496,103752,89587,79152,52515,41018,39935,85932
2020-10-01,23,123446,94062,85410,78014,58004,41318,36428,83831
2020-10-01,24,91642,71011,62217,59876,40856,31694,31936,63760
2020-10-01,25,123898,102602,83745,77556,56957,40672,38616,81877
2020-10-01,26,91752,74293,60217,58540,39288,33479,33187,62041
2020-10-01,27,93665,80778,63861,56633,38874,31998,32556,63791
2020-10-01,28,89404,74903,62164,54965,38716,32556,32017,64943
2020-10-01,29,92062,74736,65513,53857,37346,33211,32168,64871
2020-10-01,30,90589,75515,61846,57970,38005,30524,32524,62020
2020-10-01,31,126544,96983,86151,79251,57033,43070,41818,90258
2020-10-01,32,50067,40945,33751,29874,27004,22496,20847,33832
2020-10-01,33,52209,38893,35248,32005,23963,22125,22104,35016
2020-10-01,34,92204,74223,57312,53115,43107,30026,31424,63296
2020-10-01,35,53250,43195,33902,31798,25296,22131,22706,33379
2020-10-01,36,51105,43397,35604,31855,25111,22691,22662,35232
2020-10-01,37,53469,39504,35948,31993,26056,22260,21929,33000
2020-10-01,38,52220,41368,33195,30670,26373,23017,21521,33918
2020-10-01,39,93480,71438,63116,58589,40906,33559,32882,58479
2020-10-01,40,90517,74673,63754,56696,41091,32469,32863,60610
2020-10-01,41,91343,74927,60398,55622,42140,34726,30673,62071
2020-10-01,42,51993,39049,34616,30068,25384,22165,22268,33906
2020-10-01,43,50924,39513,35206,31751,26525,22497,22947,37068
2020-10-01,44,50963,39983,37491,33099,25791,22321,22690,35176
2020-10-01,45,50029,40196,32666,30889,26226,23517,22794,33426
2020-10-01,46,50769,40440,33333,30527,25418,22098,23053,37732
2020-10-01,47,87436,72229,61570,56902,41220,33972,33073,66558
2020-10-01,48,90316,78721,60996,59794,40802,33602,32416,62051
2020-10-01,49,54168,39064,34593,31389,25112,22580,22224,34041
2020-10-01,50,51051,39999,33323,32040,25423,22079,21313,37281
2020-10-01,51,51722,43872,36159,32013,26000,23468,21811,34803
2020-10-01,52,45480,39471,34573,31051,26268,22680,21960,33912
2020-10-01,53,50803,42384,35490,30646,26356,23759,22213,33551
2020-10-01,54,49580,41915,35463,31464,25482,22446,22074,35739
2020-10-01,55,52146,42728,34347,32495,24645,21139,21388,33725
2020-10-01,56,52607,41030,34771,31696,25708,22318,21657,35578
2020-10-01,57,53186,41035,33929,32336,26603,23443,22030,33346
2020-10-01,58,50462,44896,32950,31447,25294,21940,22657,34905
2020-11-01,1,52745,43972,40255,34966,26912,22338,22045,35362
2020-11-01,2,96321,71912,71982,61426,39550,34284,34204,60367
2020-11-01,3,100394,74894,65682,63151,39657,34771,31270,59614
2020-11-01,4,146236,104678,98504,88163,55810,41883,39506,89617
2020-11-01,5,137703,109580,91357,86694,57126,41336,40410,92034
2020-11-01,6,96320,73874,69377,63306,42059,31136,32317,62578
2020-11-01,7,141365,105215,93722,79947,52090,41366,43458,87353
2020-11-01,8,55164,41785,40067,34553,24653,21610,22675,36501
2020-11-01,9,132999,99393,94856,88455,54624,43107,43693,84281
2020-11-01,10,98407,72060,67196,58754,40036,32020,30717,63909
2020-11-01,11,57007,41247,38529,34557,24826,22497,22323,35092
2020-11-01,12,141349,103794,95297,83188,57273,42338,38862,89079
2020-11-01,13,101968,76583,66763,60203,42705,33229,32602,62638
2020-11-01,14,109327,79344,70218,60791,38911,32854,30660,67848
2020-11-01,15,107472,75782,65097,59796,40889,32332,31923,64210
2020-11-01,16,140200,100854,99159,89053,53963,42670,40489,87591
2020-11-01,17,139243,101730,88964,84369,55217,41357,40881,88552
2020-11-01,18,99085,75370,66605,56494,39587,33422,31512,61395
2020-11-01,19,139645,95892,98625,89488,60371,42120,41852,84197
2020-11-01,20,102660,75303,66255,59590,41631,33217,32385,62003
2020-11-01,21,100688,76126,72706,62389,41068,33876,30349,61823
2020-11-01,22,146257,97647,95547,82971,53700,43776,42305,86278
2020-11-01,23,143596,106881,93140,89282,57550,45056,38981,84486
2020-11-01,24,105007,73538,66838,60431,37891,33438,32852,63532
2020-11-01,25,138480,106133,94556,83961,54583,43268,40975,86272
2020-11-01,26,96838,76203,71681,59846,39273,34651,30734,60867
2020-11-01,27,95740,76948,67382,62005,41666,34036,30684,63888
2020-11-01,28,105097,76193,70159,62383,38776,33061,30305,65701
2020-11-01,29,101924,71826,65764,65409,41068,33436,30431,58787
2020-11-01,30,90712,76703,65292,65743,38905,32903,30411,58323
2020-11-01,31,141479,104626,94628,87330,58435,40883,38493,84367
2020-11-01,32,54497,40461,37134,33471,25089,21516,21736,36929
2020-11-01,33,58411,38067,38544,34342,25033,23208,21316,34269
2020-11-01,34,104741,75182,69903,62048,41172,34175,33703,68239
2020-11-01,35,54777,41233,38332,35826,25666,23098,22128,33558
2020-11-01,36,55207,40993,40098,37547,26415,22498,22917,34832
2020-11-01,37,55388,38349,39702,33859,24651,21501,21417,33567
2020-11-01,38,58149,42137,38390,33837,25557,21672,20793,34199
2020-11-01,39,105058,75280,65618,61335,41449,31881,30728,61648
2020-11-01,40,99657,73460,63900,60290,40792,31231,30664,62507
2020-11-01,41,102583,73586,62390,61948,39076,32766,30507,64265
2020-11-01,42,57172,43729,39659,33108,23850,22194,22374,32704
2020-11-01,43,55742,42422,37186,35307,24212,24131,22134,34239
2020-11-01,44,58428,40582,39917,35349,26183,22021,21750,34977
2020-11-01,45,55306,39893,41925,33281,25524,23563,22734,35719
2020-11-01,46,56746,42061,38947,33817,24110,23371,22696,33881
2020-11-01,47,105093,73644,69125,61640,40148,34852,32034,63124
2020-11-01,48,96496,70950,68544,61909,39503,32149,30029,62975
2020-11-01,49,58833,43701,40019,35511,25742,23440,21243,34255
